latency_us,count
1,771
2,1815
3,785
4,438
5,411
6,226
7,81
8,253
9,41
10,24
11,7
12,20
13,7
14,6
15,6
16,1
17,7
18,3
19,2
20,5
21,2
22,2
23,3
24,2
25,2
27,2
28,1
29,1
30,2
31,2
33,1
34,1
35,1
37,1
38,1
41,2
42,1
44,1
47,1
197,1
2335,1
3311,1
3415,1
3523,1
4491,1
4595,1
5571,1
5915,1
6575,1
