latency_us,count
0,55
1,255
2,508
3,497
4,404
5,329
6,199
7,113
8,74
9,60
10,38
11,51
12,47
13,41
14,65
15,44
16,54
17,67
18,70
19,61
20,68
21,71
22,57
23,72
24,40
25,72
26,70
27,44
28,60
29,43
30,42
31,44
32,46
33,29
34,32
35,27
36,20
37,17
38,15
39,20
40,21
41,23
42,11
43,6
44,9
45,10
46,9
47,9
48,6
49,7
50,7
51,3
52,3
53,1
54,3
55,4
56,3
57,1
58,1
61,1
63,3
70,1
73,1
84,1
106,1
112,1
113,1
117,1
118,2
120,1
122,1
124,1
127,1
135,1
152,1
167,1
168,1
174,1
187,1
188,1
201,1
202,1
203,1
206,1
208,1
213,1
217,1
220,1
221,2
223,1
229,1
240,1
1377,1
1482,1
