latency_us,count
1134,1
1182,1
1210,1
1239,1
1244,1
1288,1
1297,1
1309,1
1324,1
1328,1
1378,1
1390,1
1393,1
1426,1
1459,1
1472,1
2577,1
2593,1
2609,1
2641,1
2649,1
2669,1
2695,1
2703,1
2711,1
2725,1
2731,1
2739,1
2781,1
2783,1
2811,1
2821,1
2869,1
2885,1
2891,1
2893,1
2895,2
2897,3
2899,1
2901,2
2907,1
2909,1
2917,1
2919,1
2923,3
2925,1
2927,2
2929,1
2931,1
2933,3
2935,1
2939,2
2941,2
2943,1
2945,1
2947,1
2949,1
2951,4
2953,1
2957,2
2959,4
2961,6
2963,5
2965,1
2967,2
2969,1
2971,5
2973,7
2975,6
2977,6
2979,4
2981,4
2985,2
2987,2
2989,2
2991,3
2993,2
2995,3
2997,3
2999,6
3001,3
3003,6
3005,3
3007,2
3011,4
3013,7
3015,1
3017,5
3019,4
3021,3
3023,2
3025,4
3027,1
3029,2
3031,1
3033,1
3035,4
3037,1
3039,3
3041,5
3043,1
3045,3
3047,4
3049,3
3051,3
3053,2
3061,2
3063,1
3065,2
3071,2
3075,1
3077,1
3085,3
3091,1
3097,3
3099,1
3109,1
3123,1
3129,1
3131,1
3133,1
3137,1
3151,1
3155,1
3165,1
3257,1
3273,1
3369,1
3477,1
3501,1
3547,1
3625,1
3671,1
3695,1
3713,1
3731,2
3851,1
3865,2
3867,1
3879,1
3881,1
3883,1
3885,1
3887,2
3889,5
3891,1
3893,2
3895,1
3897,2
3899,2
3903,1
3905,2
3907,3
3909,4
3911,1
3913,2
3915,5
3917,2
3919,2
3921,3
3923,6
3925,6
3927,8
3929,4
3931,7
3933,5
3935,2
3937,10
3939,2
3941,6
3943,6
3945,1
3947,11
3949,4
3951,5
3953,9
3955,10
3957,6
3959,7
3961,10
3963,3
3965,7
3967,8
3969,7
3971,15
3973,8
3975,9
3977,10
3979,12
3981,14
3983,13
3985,19
3987,16
3989,14
3991,12
3993,12
3995,13
3997,5
3999,9
4001,17
4003,14
4005,16
4007,16
4009,11
4011,10
4013,8
4015,13
4017,5
4019,9
4021,11
4023,14
4025,3
4027,13
4029,8
4031,7
4033,4
4035,5
4037,8
4039,3
4041,13
4043,9
4045,6
4047,2
4049,3
4051,3
4053,2
4055,5
4057,3
4059,3
4061,4
4063,5
4065,1
4067,3
4069,2
4071,1
4073,1
4075,3
4077,5
4081,1
4083,2
4085,1
4099,1
4103,1
4107,2
4131,1
4139,1
4151,1
4155,1
4203,1
4207,1
4295,1
4367,1
4403,1
4427,1
4487,1
4919,1
4923,1
4927,1
4939,1
4951,1
5007,1
5011,1
5271,1
5611,1
5643,1
5915,1
5931,1
5971,1
6079,1
6975,1
6995,1
8099,1
8119,1
8247,1
8663,1
9543,1
20079,1
23071,1
24095,1
